cabin,passenger_adults,passenger_children,passenger_infant,passenger_youngsters,time_to_flight,connections_flag,travel_duration,destination_cont,a_purchase
Premium Economy,2,0,0,0,322,0,9,USA,1
Economy,1,0,0,0,11,0,3,EU,0
Economy,2,0,0,0,107,0,8,EU,1
Business,1,0,0,0,48,0,7,AS,0
Economy,2,0,0,0,18,0,6,USA,1
Economy,2,2,0,0,82,0,25,USA,0
Economy,1,0,0,0,7,0,3,EU,0
Business,2,0,0,0,11,0,8,EU,1
Economy,2,0,0,0,109,0,4,EU,0
Premium Economy,2,0,0,0,293,0,8,USA,0
Economy,1,0,0,0,102,1,18,EU,0
Economy,4,0,0,1,114,0,36,AS,0
Economy,2,0,0,0,18,0,4,EU,0
Business,1,0,0,0,118,0,7,EU,0
Economy,1,0,0,0,33,0,9,EU,0
Economy,2,0,0,0,97,0,11,EU,0
Economy,1,0,0,0,6,0,3,EU,0
Economy,2,0,1,0,150,0,12,AF,0
Economy,2,2,0,0,317,0,8,AF,0
Economy,2,0,0,0,64,1,96,EU,0
Economy,3,0,0,1,24,0,4,EU,0
Economy,2,0,0,0,38,0,11,EU,0
Economy,6,0,0,0,147,0,6,EU,1
Economy,1,0,0,0,80,0,89,EU,0
Economy,2,0,0,0,172,0,8,USA,0
Economy,4,0,0,0,23,0,8,EU,1
Economy,3,0,0,0,73,0,7,USA,0
Economy,1,0,0,0,239,0,4,EU,0
Economy,1,0,0,0,198,0,9,AF,0
Economy,1,0,0,0,22,0,4,EU,0
Economy,2,0,0,0,81,0,4,EU,1
Economy,1,0,0,0,43,0,2,EU,0
Economy,4,0,0,0,51,0,6,EU,0
Economy,1,0,0,0,10,0,7,EU,0
Economy,1,0,0,0,8,0,5,EU,0
Economy,1,0,0,2,56,1,30,EU,0
Economy,1,0,0,0,25,0,2,EU,0
Economy,2,1,0,0,150,0,4,EU,1
Business,2,2,0,0,70,0,20,EU,0
Business,1,0,0,0,9,0,3,EU,0
Economy,1,0,0,0,79,1,12,EU,0
Economy,1,0,0,0,7,0,3,EU,0
Economy,2,0,0,0,10,0,4,EU,0
Economy,1,0,0,0,2,0,5,AS,0
Business,1,0,0,0,333,0,7,USA,0
Business,2,0,0,0,49,0,10,AS,1
Economy,1,0,0,0,179,1,12,EU,0
Economy,4,0,0,0,47,0,4,EU,1
Economy,1,0,0,0,76,0,5,EU,0
Premium Economy,2,0,0,0,177,1,38,EU,0
Business,1,0,0,0,22,0,3,EU,0
Economy,3,1,0,0,334,1,11,EU,0
Economy,2,0,0,0,296,1,7,EU,1
Economy,1,0,0,0,49,0,15,USA,0
Economy,2,0,0,0,241,1,19,AS,0
Business,2,0,0,0,75,0,4,EU,0
Economy,1,0,0,0,48,0,15,EU,0
Economy,1,0,0,0,35,0,7,USA,0
Economy,2,2,0,0,27,0,10,EU,0
Economy,2,0,0,0,229,0,2,AS,0
Economy,2,0,0,0,20,0,3,EU,0
Premium Economy,2,3,0,0,343,0,12,AS,1
Business,1,0,0,0,10,0,3,EU,0
Economy,1,0,0,0,27,0,61,EU,0
Economy,2,2,0,1,204,1,8,EU,0
Economy,1,0,0,0,55,1,7,EU,0
Economy,2,0,0,0,221,0,11,USA,1
Business,1,0,0,0,35,1,8,EU,0
Economy,1,0,0,0,18,0,9,AS,0
Economy,1,0,0,0,12,1,3,EU,0
Business,1,0,0,0,17,1,9,AF,0
Business,2,0,0,0,37,1,10,EU,0
Economy,1,0,0,0,162,1,9,EU,1
Economy,1,0,0,0,107,0,9,EU,0
Economy,2,0,0,0,150,0,6,EU,0
Economy,1,0,0,0,23,0,2,EU,0
Economy,1,0,0,0,85,0,11,EU,0
Economy,2,0,0,0,325,0,7,USA,1
Economy,1,0,0,0,153,1,21,USA,0
Economy,1,0,0,0,42,1,36,EU,0
Economy,2,0,0,0,110,1,18,AS,0
Economy,2,0,0,0,189,0,4,EU,0
Economy,1,0,0,0,72,0,6,EU,0
Economy,1,0,0,0,17,0,24,EU,0
Economy,2,0,0,0,15,0,8,EU,0
Economy,1,0,0,0,44,0,8,AS,0
Economy,2,0,0,0,141,0,5,EU,0
Economy,2,0,0,0,50,0,13,USA,0
Economy,2,0,0,0,172,1,8,EU,0
Economy,1,0,0,0,73,0,8,USA,0
Economy,1,0,0,0,228,1,12,EU,0
Economy,2,0,0,0,65,1,89,USA,0
Business,2,2,0,0,249,1,16,EU,0
Business,1,0,0,0,106,0,20,EU,0
Premium Economy,1,1,0,0,175,1,6,USA,1
Business,2,0,0,1,30,0,8,EU,0
Economy,1,0,0,0,55,0,13,EU,0
First,1,0,0,0,27,0,15,EU,0
Economy,1,0,0,0,235,0,19,USA,0
Economy,1,0,0,0,7,0,8,EU,0
Business,2,0,0,0,259,0,7,USA,0
Economy,1,1,0,1,20,0,4,EU,0
Economy,2,0,0,0,39,0,4,EU,0
Economy,1,0,0,0,71,0,5,EU,0
Economy,1,0,0,0,17,1,37,AS,0
Economy,2,0,0,0,15,0,4,EU,1
Economy,2,0,0,0,110,0,9,EU,0
Economy,1,0,0,0,9,0,2,EU,0
Economy,2,0,1,0,139,0,11,EU,0
Economy,1,0,0,0,310,0,16,USA,0
Premium Economy,1,0,0,0,334,0,22,OC,0
Economy,1,0,0,0,181,0,15,USA,0
Economy,2,1,0,0,14,0,4,USA,1
Economy,2,0,0,0,262,1,25,AS,0
Economy,2,0,0,0,46,0,6,EU,0
Economy,2,0,0,0,135,0,11,AS,1
Economy,1,0,0,0,23,0,4,EU,0
Economy,4,0,0,0,262,0,7,USA,1
Economy,1,0,0,0,13,0,3,EU,0
Economy,3,0,0,0,82,1,9,EU,1
Economy,1,1,0,0,26,0,7,EU,0
Economy,2,1,0,1,106,1,28,USA,0
Economy,2,0,0,0,176,0,8,EU,1
Economy,1,0,0,0,27,0,7,EU,0
Economy,1,0,0,0,32,0,3,EU,0
Economy,1,0,0,0,29,1,32,AS,0
Premium Economy,3,0,0,0,342,0,2,EU,1
Economy,1,0,0,0,2,0,5,EU,0
Economy,1,0,0,0,13,0,3,EU,0
Business,1,0,0,0,3,0,5,EU,0
Business,2,0,0,0,236,1,10,EU,0
Economy,2,0,0,0,62,0,5,EU,1
Premium Economy,2,0,0,0,235,0,25,AF,0
Economy,2,0,0,0,109,0,6,EU,0
Economy,1,0,0,0,34,0,7,EU,0
Economy,2,0,0,0,102,0,11,EU,0
Economy,1,0,0,0,245,0,17,USA,0
Premium Economy,1,0,0,0,30,0,11,AS,0
Premium Economy,1,0,0,0,144,1,9,EU,0
Economy,2,0,0,0,131,0,8,EU,0
Economy,5,0,0,0,134,0,9,EU,0
Premium Economy,1,0,0,0,89,0,2,EU,1
Economy,1,0,0,0,3,0,2,EU,0
Economy,1,0,0,0,29,0,18,EU,0
Economy,1,0,0,0,7,0,6,EU,0
Economy,2,0,0,0,104,0,8,EU,0
Economy,2,2,0,0,151,0,11,AS,0
Economy,2,0,0,0,27,0,8,EU,0
Economy,1,0,0,0,73,0,103,EU,0
Economy,2,0,0,0,95,0,3,EU,0
Economy,1,0,0,0,107,0,13,AF,0
Premium Economy,3,0,0,1,134,0,12,EU,0
Business,1,0,0,0,5,0,5,EU,0
Economy,2,0,0,0,58,0,6,EU,0
Business,2,0,0,0,287,0,37,USA,0
Premium Economy,1,0,0,0,21,0,129,EU,0
Economy,2,0,0,0,11,0,4,EU,0
Business,1,0,0,0,250,1,14,EU,0
Premium Economy,2,0,0,0,140,1,9,AS,0
Economy,1,1,1,0,71,1,19,USA,0
Economy,1,0,0,2,78,0,23,EU,0
Economy,2,3,0,0,225,0,5,USA,1
Premium Economy,2,0,0,0,85,0,7,EU,1
Economy,2,0,0,0,163,1,19,EU,0
Economy,2,0,0,0,2,0,5,EU,0
Economy,1,0,0,0,43,1,23,AF,0
Premium Economy,2,0,0,0,32,0,6,USA,0
Economy,4,0,0,0,115,0,12,EU,0
Economy,1,0,0,0,8,1,5,EU,0
Economy,3,0,1,0,116,0,8,EU,0
Economy,2,0,0,0,162,1,8,USA,0
Economy,4,0,0,0,79,0,3,EU,0
Economy,2,0,0,0,25,0,3,EU,0
Economy,1,0,0,0,40,0,4,EU,0
Economy,1,0,0,0,68,0,16,EU,0
Economy,3,1,0,0,297,1,6,USA,1
Economy,3,0,0,0,75,0,4,EU,0
Economy,1,0,0,0,11,0,6,EU,0
Business,2,0,0,0,75,0,3,EU,0
Economy,2,0,0,0,114,0,4,EU,1
Economy,1,0,0,0,25,0,6,EU,0
Economy,2,2,0,0,353,0,3,EU,0
Economy,1,0,0,0,117,1,6,EU,0
Economy,1,0,0,0,17,0,2,EU,0
Economy,2,2,0,0,44,0,3,EU,1
Economy,3,0,1,0,216,1,31,AS,0
Business,1,0,0,0,21,1,6,EU,0
Economy,3,1,0,0,97,0,29,USA,0
Economy,1,0,0,0,15,0,3,EU,0
Economy,1,0,0,0,7,0,7,EU,0
Economy,2,0,0,0,88,1,19,EU,0
Economy,1,0,0,0,30,1,18,EU,0
Economy,2,0,0,0,45,1,99,EU,0
Economy,1,0,0,0,132,0,12,EU,0
Economy,1,0,0,0,54,0,6,EU,0
Economy,2,0,0,0,46,1,13,EU,0
Economy,2,0,0,0,165,1,12,USA,1
Economy,1,0,0,0,58,0,16,AS,0
Economy,1,0,0,0,4,0,8,EU,0
Economy,1,0,0,0,13,0,2,EU,0
Economy,1,1,1,0,2,0,5,EU,0
Premium Economy,1,0,0,0,101,0,29,USA,0
Economy,3,0,0,0,47,1,13,EU,0
Economy,1,0,0,0,34,0,5,EU,0
Economy,1,0,0,0,13,1,18,USA,0
Economy,1,0,0,0,5,1,10,USA,0
Economy,1,0,0,0,18,0,4,AS,0
Economy,1,0,0,0,50,1,77,EU,0
Business,1,0,0,0,210,0,3,AF,0
Economy,1,0,0,0,26,1,4,USA,0
Economy,2,0,0,0,75,0,15,AF,0
Economy,2,0,0,0,31,0,70,USA,0
Economy,1,0,0,0,156,1,2,EU,1
Economy,1,0,0,0,11,0,8,EU,0
Economy,1,0,1,0,53,0,13,EU,0
Economy,1,0,0,0,8,1,19,EU,0
Economy,2,0,0,0,147,1,15,EU,0
Economy,2,0,0,0,144,1,99,USA,0
Economy,2,0,0,0,55,0,7,EU,0
Economy,1,0,0,0,139,0,14,USA,0
Economy,2,0,0,0,22,0,6,USA,1
Premium Economy,1,0,0,0,63,1,10,USA,0
Economy,1,0,0,0,23,1,21,USA,0
Economy,2,0,0,0,171,0,8,EU,0
Economy,3,0,0,0,186,1,5,USA,0
Economy,2,2,0,0,86,1,33,EU,0
Premium Economy,1,0,0,0,181,1,22,EU,0
Economy,1,0,0,0,2,0,3,EU,0
Economy,2,0,0,0,143,0,5,USA,0
Economy,2,0,0,0,64,0,39,EU,0
Business,2,1,0,0,158,0,8,EU,0
Business,1,0,0,0,41,1,10,EU,0
Economy,1,0,0,0,68,1,67,EU,0
Economy,2,0,0,0,82,0,28,EU,0
Economy,1,0,0,0,68,0,16,USA,0
Economy,2,3,0,0,126,0,9,EU,0
Economy,1,0,0,0,47,0,4,EU,0
Economy,1,1,0,0,44,1,123,AS,0
Economy,2,0,0,0,14,0,3,EU,0
Business,1,0,0,0,8,0,3,EU,0
Premium Economy,1,0,0,0,71,0,10,USA,0
Economy,1,0,0,0,66,1,6,EU,1
Economy,1,0,0,0,40,0,119,EU,0
Economy,2,0,0,0,248,1,20,USA,0
Economy,2,0,0,0,105,0,3,EU,0
Economy,1,0,0,0,52,0,56,EU,0
Economy,1,0,0,0,15,1,222,USA,0
Economy,1,0,0,0,110,1,122,EU,0
Economy,2,0,0,0,152,1,15,EU,0
Economy,1,0,0,0,23,0,5,EU,1
Economy,1,0,0,0,30,0,10,EU,0
Economy,3,0,0,0,17,0,3,EU,0
Economy,1,0,0,0,5,0,4,EU,0
Economy,1,0,0,0,50,0,20,EU,0
Business,3,0,0,0,96,0,11,EU,0
Economy,1,0,0,0,20,1,9,EU,0
Economy,3,0,0,0,159,0,8,EU,0
Premium Economy,2,0,0,0,55,1,17,EU,0
Economy,2,3,0,0,65,1,17,USA,0
Business,2,0,0,0,88,0,9,EU,0
Economy,2,0,0,0,102,0,20,EU,0
Premium Economy,1,0,0,0,24,0,10,USA,0
Business,1,0,0,0,71,0,9,USA,0
Business,1,0,0,0,62,1,25,AS,0
Economy,1,0,0,0,36,0,4,EU,0
Economy,2,0,0,0,268,0,2,EU,0
Economy,2,0,0,0,176,0,8,USA,0
Economy,8,0,0,0,3,0,8,USA,0
Economy,2,0,0,0,5,0,4,EU,0
Economy,1,0,0,0,51,1,18,AS,0
Premium Economy,1,0,0,0,134,0,15,EU,0
Economy,3,0,0,0,12,0,5,EU,0
Economy,2,0,0,0,96,1,90,USA,0
Economy,1,0,0,0,111,0,10,EU,0
Economy,2,0,0,0,29,1,19,AS,0
Economy,1,0,0,0,17,1,12,EU,0
Economy,1,0,0,0,120,0,5,EU,0
Economy,1,0,0,0,149,1,35,EU,0
Economy,2,0,0,0,7,0,5,EU,0
Economy,1,0,0,0,73,1,22,USA,0
Business,1,0,0,0,15,0,9,EU,0
Economy,1,0,0,0,16,0,3,EU,0
Economy,2,0,0,0,245,1,4,EU,0
Economy,2,0,0,0,1,0,4,EU,1
Economy,1,0,0,0,8,0,2,EU,0
Economy,1,0,0,0,100,0,15,USA,0
Business,1,0,0,0,4,1,6,EU,0
Economy,2,0,0,0,176,0,8,EU,0
Economy,1,0,0,0,82,0,4,EU,0
Economy,1,0,0,0,74,0,6,EU,0
Premium Economy,2,0,0,0,167,0,8,EU,0
Economy,1,0,0,0,7,0,5,EU,0
Economy,1,0,0,0,20,1,3,EU,0
Business,1,0,0,0,4,0,4,EU,0
Economy,1,0,0,0,101,0,7,USA,0
Economy,2,0,0,0,13,0,7,USA,1
Business,2,0,0,0,145,1,4,EU,1
Economy,1,0,0,0,23,0,2,EU,0
Business,1,0,0,0,77,1,15,EU,0
Economy,1,0,0,0,209,1,41,AS,0
Economy,1,0,0,0,100,1,19,EU,0
Economy,2,0,0,0,251,0,6,EU,0
Business,2,0,0,0,82,0,10,EU,0
Economy,2,1,0,0,71,0,4,EU,0
Economy,2,0,0,0,249,1,25,SA,0
Economy,3,0,0,0,44,1,16,EU,0
Economy,1,0,0,0,130,1,43,EU,0
Economy,1,0,0,0,9,0,2,EU,0
Economy,2,0,1,0,55,0,5,EU,0
Business,1,0,0,0,104,0,29,EU,0
Economy,1,0,0,0,116,0,5,EU,0
Economy,4,0,0,0,35,0,6,EU,0
Economy,2,0,0,0,46,0,6,AF,1
Economy,2,0,0,0,136,0,14,USA,0
Economy,2,0,0,0,11,1,14,AF,0
Premium Economy,1,0,0,0,9,1,38,USA,0
Business,2,0,0,0,329,0,3,EU,0
Economy,1,0,0,0,305,0,11,EU,0
Economy,1,0,0,0,8,0,8,EU,0
Economy,1,0,0,0,10,0,18,EU,0
Economy,2,0,0,0,32,0,5,EU,0
Economy,2,0,0,0,2,0,5,EU,1
Economy,3,0,0,0,154,0,12,EU,1
Premium Economy,2,0,0,0,177,1,17,EU,0
Economy,1,0,0,0,44,1,19,AS,0
Economy,1,0,0,0,13,0,2,EU,0
Economy,1,0,0,0,154,0,3,EU,0
Business,1,0,0,0,93,1,36,EU,0
Economy,2,0,0,0,138,0,3,EU,1
Premium Economy,2,0,0,0,113,1,14,AS,0
Business,2,1,0,0,60,0,8,EU,0
Economy,1,0,0,0,15,0,5,EU,0
Economy,2,0,0,0,201,0,4,EU,0
Economy,2,0,0,0,77,0,3,EU,0
Economy,1,0,0,0,180,1,16,USA,0
Economy,1,0,0,0,46,0,4,EU,0
Economy,4,0,0,0,64,0,2,EU,0
Economy,2,0,0,0,40,1,10,EU,0
Economy,3,0,0,0,297,0,8,EU,0
Economy,2,0,0,0,166,0,8,AS,0
Economy,1,0,0,0,72,0,7,EU,0
Economy,1,0,0,1,89,1,5,EU,0
Economy,1,0,0,0,61,0,11,EU,0
Economy,1,0,0,0,186,0,8,USA,0
Economy,1,0,0,0,21,0,11,AS,0
Economy,2,0,0,0,170,1,17,EU,0
Business,1,0,0,0,46,0,4,EU,0
Economy,2,0,0,0,90,0,11,EU,0
Economy,2,2,0,0,118,1,18,USA,0
Economy,1,0,0,0,110,1,21,AF,0
Economy,2,0,0,0,8,0,4,EU,1
Economy,1,0,0,0,115,0,7,EU,0
Economy,1,0,0,0,2,0,5,EU,0
Economy,3,0,0,1,122,0,4,AF,0
Economy,2,0,0,0,137,0,3,EU,1
Economy,1,0,0,0,10,1,11,USA,0
Economy,2,0,0,0,182,0,11,AS,0
Business,2,0,0,0,39,0,8,EU,1
Economy,2,0,0,0,291,0,5,USA,1
Economy,1,0,0,0,24,0,7,EU,0
Economy,1,0,0,0,3,1,9,AS,0
Economy,1,0,0,0,21,0,4,EU,1
Economy,1,0,0,0,94,0,4,EU,0
Economy,2,0,0,0,222,0,93,AF,0
Economy,1,0,0,0,18,0,7,AS,0
Economy,1,0,0,0,9,1,18,EU,0
Economy,1,0,0,0,174,1,23,USA,0
Business,1,0,0,0,65,0,2,EU,0
Economy,1,0,0,0,66,0,3,EU,0
Economy,1,0,0,0,48,0,3,EU,0
Economy,1,0,0,0,61,1,7,EU,0
Economy,1,0,0,1,71,1,16,EU,0
Business,1,1,0,0,137,0,8,EU,1
Economy,2,0,0,0,170,1,7,EU,1
Economy,2,1,0,0,116,1,23,EU,1
Economy,2,0,0,0,40,0,5,USA,0
Economy,1,0,0,0,248,1,17,EU,0
Economy,1,0,0,0,10,0,3,EU,0
Economy,1,0,0,0,66,0,10,EU,0
Economy,2,0,0,0,98,0,10,USA,0
Economy,1,0,0,0,12,0,2,EU,0
Economy,1,0,0,0,132,0,5,AS,0
Economy,1,0,0,0,73,1,99,EU,0
Economy,2,0,1,0,137,0,9,EU,0
Economy,2,0,0,0,233,0,6,USA,1
Economy,2,0,0,0,40,0,14,EU,0
Premium Economy,1,0,0,0,217,0,8,USA,0
Economy,1,0,0,0,150,0,28,EU,0
Economy,1,0,0,0,59,1,40,USA,0
Premium Economy,2,0,0,0,136,0,9,AS,0
Business,2,0,0,0,28,0,4,EU,1
Economy,1,0,0,0,11,0,2,EU,1
Economy,2,0,0,0,16,0,3,EU,1
Economy,3,0,0,0,195,0,5,USA,0
Economy,1,0,0,0,55,1,212,USA,0
Economy,1,0,0,0,99,0,3,EU,0
Economy,1,1,0,0,62,0,17,EU,0
Premium Economy,1,0,0,0,32,0,22,EU,0
Economy,2,2,0,0,120,0,6,USA,1
Economy,1,0,0,0,24,0,4,EU,0
Economy,2,0,0,0,280,0,23,AS,0
Economy,2,0,0,0,6,0,2,EU,0
Business,1,0,0,0,14,0,10,EU,0
Business,2,0,0,0,10,0,5,EU,0
Economy,2,0,0,0,6,0,5,EU,1
Economy,1,0,0,0,59,0,6,EU,0
Premium Economy,2,0,0,0,115,0,16,EU,0
Economy,2,0,0,0,166,0,18,EU,0
Economy,1,1,0,1,70,1,13,USA,0
Economy,2,0,0,0,114,1,7,EU,0
Economy,2,0,0,0,82,0,16,AF,0
Economy,2,0,0,0,148,1,30,EU,0
Economy,2,0,0,0,220,1,8,USA,1
Premium Economy,1,0,0,0,22,0,3,EU,1
Economy,2,0,0,0,238,0,22,EU,0
Business,2,0,0,0,139,0,4,EU,0
Economy,1,0,0,0,67,1,16,OC,0
Economy,2,0,0,0,65,0,17,EU,0
Economy,1,0,0,0,7,0,28,EU,0
Economy,1,0,0,0,16,0,6,EU,0
Economy,2,0,0,0,315,0,29,AF,0
Economy,1,0,0,0,142,1,3,AS,0
Economy,1,0,0,0,55,1,14,AF,0
Economy,1,0,0,0,21,0,3,EU,0
Business,1,0,0,0,46,0,10,EU,0
Economy,3,0,0,0,290,0,7,USA,1
Economy,1,0,0,0,40,0,4,EU,0
Premium Economy,2,0,0,0,277,0,4,EU,1
Economy,2,0,0,0,14,1,5,EU,1
Economy,1,2,0,2,238,1,22,EU,0
Economy,1,0,0,0,23,0,6,EU,0
Economy,1,0,0,0,7,0,13,EU,0
Premium Economy,1,0,0,0,33,0,9,EU,0
Economy,1,0,0,0,9,1,7,EU,0
Business,1,0,0,0,30,1,14,USA,0
Business,2,0,0,0,17,1,10,EU,0
Economy,1,0,0,0,314,0,8,USA,0
Premium Economy,1,0,0,0,27,1,5,EU,0
Economy,1,0,0,0,16,0,2,EU,0
Economy,1,0,0,0,86,0,10,EU,0
Economy,1,2,0,0,185,0,5,EU,0
Economy,2,0,0,0,43,0,3,EU,1
Economy,1,0,0,0,36,0,8,EU,0
Economy,1,0,0,0,9,0,6,EU,0
Economy,2,1,0,2,106,1,15,USA,0
Economy,1,0,0,2,121,0,16,EU,0
Economy,1,0,0,0,49,0,5,EU,0
Premium Economy,1,0,0,0,25,0,7,AS,0
Economy,1,0,0,0,42,1,84,AF,0
Economy,1,0,0,0,6,0,191,AS,0
Business,2,0,0,0,11,0,2,EU,0
Economy,1,0,0,0,18,0,9,AF,0
Economy,2,0,0,0,286,1,5,USA,1
Economy,1,0,0,0,72,0,18,EU,0
Economy,4,0,0,0,59,0,8,AF,1
Economy,2,1,0,0,195,1,18,EU,0
Economy,2,0,0,0,325,0,13,AF,0
Economy,1,0,0,0,7,0,5,EU,0
Premium Economy,2,0,0,0,151,0,4,EU,1
Economy,2,0,0,0,154,1,18,USA,0
Economy,1,0,0,0,10,0,3,EU,0
Economy,2,0,0,0,163,0,10,AF,0
Economy,2,0,0,0,234,1,78,EU,0
Premium Economy,1,0,0,0,2,0,78,EU,0
Business,1,0,0,0,42,0,26,AF,0
Business,2,0,0,0,119,0,8,EU,1
Economy,4,0,0,0,171,0,3,EU,0
Economy,2,0,0,0,3,0,2,EU,1
Business,1,0,0,0,55,1,62,AS,0
Economy,1,0,0,0,8,0,5,USA,0
Business,2,0,0,0,210,0,8,AF,1
Economy,1,0,0,0,22,0,8,AF,0
Economy,1,1,0,0,15,0,28,AS,0
Premium Economy,2,0,0,0,125,0,22,AS,0
Economy,5,0,0,3,70,0,4,EU,0
Economy,1,0,0,0,46,0,13,USA,0
Economy,2,0,0,0,77,0,3,EU,0
Economy,1,0,0,0,8,0,3,USA,0
Economy,1,0,0,0,11,0,25,EU,0
Economy,2,1,0,1,95,1,16,EU,0
Premium Economy,4,0,0,0,241,0,9,USA,1
Economy,1,0,0,0,3,0,5,EU,0
Economy,1,0,0,0,10,0,2,AS,0
Economy,2,0,0,0,54,1,11,AS,0
Economy,1,0,0,0,38,1,13,EU,0
Economy,3,1,0,1,120,0,8,EU,0
Economy,1,0,0,0,59,1,9,EU,0
Economy,1,0,0,0,3,0,8,EU,0
Economy,2,3,1,0,253,0,30,AF,0
Economy,1,0,0,0,4,0,3,EU,0
Economy,1,0,0,0,12,0,7,EU,0
Economy,1,0,0,0,13,0,6,EU,0
Business,3,0,0,0,207,0,5,EU,0
Business,2,0,0,0,315,0,6,USA,1
Economy,2,2,0,0,105,0,31,AF,0
Economy,1,0,0,0,30,0,2,EU,0
Economy,1,0,0,0,58,1,4,USA,0
Economy,1,0,0,0,131,0,16,EU,0
Economy,2,0,0,0,138,1,13,EU,0
Business,2,0,0,0,244,1,16,EU,0
Economy,3,0,0,0,77,0,10,EU,0
Economy,2,0,0,0,50,0,9,EU,1
Business,2,1,1,0,47,1,5,EU,0
Economy,2,0,0,0,124,0,25,EU,0
Economy,1,0,0,0,163,1,11,EU,0
First,2,0,0,0,36,1,11,EU,0
Premium Economy,2,0,0,0,131,0,4,EU,1
Economy,2,0,0,0,79,1,8,EU,0
Business,2,0,0,0,284,0,8,AF,1
Economy,2,2,0,0,85,0,41,EU,0
Economy,2,0,0,0,29,0,7,AF,0
Business,4,0,0,0,13,0,2,EU,0
Business,2,0,0,2,6,0,12,EU,0
Economy,1,0,0,0,92,0,15,EU,0
Economy,2,0,0,0,202,0,17,AS,0
Business,1,0,0,0,36,1,10,EU,0
Business,1,0,0,0,8,1,226,EU,0
Economy,1,0,0,0,13,1,7,EU,0
Economy,5,0,0,0,178,1,12,EU,0
Business,1,0,0,0,83,1,19,EU,0
Premium Economy,4,0,0,0,148,1,15,USA,0
Economy,1,0,0,0,116,0,5,USA,0
Business,2,0,0,0,205,0,4,EU,0
Economy,2,0,0,0,70,1,25,EU,0
Economy,1,0,0,0,45,0,28,EU,0
Business,2,0,0,0,34,1,6,EU,1
Economy,2,2,0,0,86,0,17,EU,0
Economy,2,0,0,0,169,1,14,USA,0
Economy,1,0,0,0,7,0,12,EU,0
Economy,1,0,0,0,18,0,6,EU,0
Economy,1,0,0,0,25,0,9,AF,0
Economy,1,0,0,0,144,1,24,EU,0
Economy,2,0,0,0,108,1,23,AS,0
Business,1,0,0,0,241,1,9,AS,0
Economy,2,0,0,0,161,0,17,AS,0
Economy,3,0,0,0,153,0,14,USA,0
Economy,1,0,0,0,15,0,3,EU,0
Economy,1,0,0,0,98,1,30,EU,0
Premium Economy,2,0,0,0,155,0,5,EU,1
Economy,1,0,0,0,147,1,29,AS,0
Economy,2,0,0,0,11,0,4,EU,1
Economy,1,0,0,0,3,0,101,EU,0
Economy,1,0,0,0,25,0,5,EU,0
Economy,2,0,0,0,182,0,10,EU,0
Business,3,0,0,0,64,1,9,EU,1
Economy,1,0,0,0,7,0,6,EU,0
Economy,2,0,0,0,179,1,12,AS,0
Premium Economy,2,0,0,0,149,0,13,EU,0
Business,2,0,0,0,51,1,8,AF,1
Economy,2,0,0,0,235,1,8,USA,0
Economy,2,0,0,0,181,0,8,USA,0
Economy,3,0,1,0,106,0,10,EU,0
Economy,1,0,0,0,191,1,25,EU,0
Economy,2,2,0,0,350,0,7,AS,0
Economy,1,0,0,0,41,0,2,EU,0
Economy,2,1,0,0,193,0,6,USA,1
Economy,2,0,0,0,142,0,34,USA,0
Economy,2,0,0,0,257,1,23,EU,1
Economy,2,0,0,0,144,1,14,EU,0
Economy,2,0,0,2,145,0,9,EU,0
Economy,2,0,0,0,132,0,8,AS,1
Economy,2,0,1,0,29,0,5,EU,1
Economy,1,0,0,0,108,1,9,EU,0
Premium Economy,4,0,0,0,68,0,4,EU,1
Economy,3,0,0,0,114,0,4,EU,0
Economy,1,0,0,0,37,1,7,AF,0
Economy,2,0,0,0,71,0,16,EU,0
Economy,1,0,0,0,204,0,22,USA,0
Economy,2,2,0,0,10,0,10,AF,0
Economy,1,0,0,0,7,0,2,EU,0
Economy,1,0,0,0,46,0,5,EU,0
Economy,1,0,0,0,42,1,32,AS,0
Business,1,0,0,0,340,0,12,USA,0
Economy,2,0,0,0,54,0,4,EU,1
Economy,2,0,0,0,114,0,5,EU,0
Economy,4,0,0,0,234,0,18,USA,1
Economy,2,2,0,0,65,0,23,EU,0
Premium Economy,1,0,0,0,123,0,11,EU,0
Economy,1,0,0,0,58,0,9,AF,0
Economy,1,2,0,0,64,0,77,AS,0
Economy,1,0,0,0,70,1,3,EU,0
Economy,1,0,0,0,46,1,25,EU,0
Business,2,0,0,0,227,1,6,EU,0
Economy,1,0,0,0,59,0,4,EU,0
Economy,1,0,0,0,14,0,5,EU,0
Premium Economy,2,0,0,0,4,1,44,EU,0
Economy,1,0,0,0,19,0,13,AF,0
Business,2,2,0,0,348,0,8,AF,0
Economy,2,0,0,0,222,0,6,EU,1
Economy,2,0,0,0,85,1,19,EU,0
Economy,1,0,0,0,15,1,8,EU,0
Economy,1,0,0,0,241,1,15,AS,0
Economy,1,0,0,0,56,0,5,EU,0
Economy,1,0,0,0,18,0,118,EU,0
Economy,1,1,0,1,54,1,61,EU,0
Economy,1,0,0,0,65,1,10,AS,0
Business,2,0,0,0,320,0,10,EU,1
Economy,1,0,0,0,2,0,5,EU,0
Economy,1,0,0,0,12,0,3,EU,0
Economy,1,0,0,0,112,1,6,EU,0
Economy,1,0,0,0,3,0,5,EU,0
Economy,3,0,0,0,71,0,3,EU,0
Business,1,0,0,0,81,1,15,EU,0
